play,hit_concat,advancements_concat_sub,advancements_concat,AB,H,HBP,BB,1B,2B,3B,HR,R,SF,SH,
S8/L.2-H;1X3(83),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;1X3(8354),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;1XH(12),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;B-2(E8),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;B-2(E8/TH),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;B-2(TH),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;BX2(826),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;BX2(836),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H;BX2(84),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(E8);1-3,S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(E8)(NR),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR);1-2,S8,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR);1-3,S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR);1-3;B-2(TH),S8,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR);1X3(85);B-2(TH),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR);B-2(E8/TH),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2-H(UR);BX2(8364),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.2XH(82),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(82);1-2,S8,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(82);1-2(TH),S8,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(82);1-3,S8,;1-3,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(82);1-3(TH),S8,;1-3,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(82);B-2(TH),S8,;B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(862);1-2,S8,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L.2XH(8E2)(UR)(NR),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L.3-H,S8,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;1-2,S8,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;1-3,S8,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;1-3(E8);B-2,S8,3-H;1-3;B-2,3-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;1-H(E8);B-2,S8,3-H;1-H;B-2,3-H;1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;1X3(85),S8,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-3,S8,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-3;1-2,S8,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H,S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1-2,S8,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1-3,S8,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1-3;B-2(E8),S8,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1-3;B-2(TH),S8,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1-3(TH),S8,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1-H(E8/TH)(NR),S8,3-H;2-H;1-H,3-H;2-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;1X3(85),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;B-2(TH),S8,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;BX2(8346),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H;BX2(86),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H(E8)(UR)(NR);B-2(TH),S8,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2-H(UR);1-2,S8,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;2XH(82);B-2(TH),S8,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;B-2(E7),S8,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H;B-2(E8),S8,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR),S8,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);1-2,S8,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);1-3,S8,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);2-H;1-3;B-2(TH),S8,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);2-H(TUR),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);2-H(UR),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);2-H(UR);1-2,S8,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.3-H(UR);2-H(UR);B-2(TH),S8,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L.B-2(E8),S8,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L.B-2(E9),S8,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L.B-3(E8),S8,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S8/L.BX2(34),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L.BX2(84),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L.BX2(86),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L+,S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-2,S8,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-3,S8,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-3;B-2(E8/TH),S8,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-3;B-2(TH),S8,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-3;BX2(84),S8,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-3(E8),S8,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-3(E8/TH),S8,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1-H,S8,1-H,1-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.1-H(E8)(NR);B-3,S8,1-H;B-3,1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.1XH(842),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.1XH(862),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2-2,S8,2-Feb,2-Feb,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2-3,S8,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2-3;1-2,S8,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2-3;B-2(E8/TH),S8,2-3;B-2,2-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2-3;B-2(TH),S8,2-3;B-2,2-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2-H,S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-2,S8,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-3,S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-3;B-2(TH),S8,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-3;BX2(826),S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-3(E8),S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-3(TH),S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-3(TH);B-2,S8,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-H,S8,2-H;1-H,2-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;1-H(E8)(NR);B-2,S8,2-H;1-H;B-2,2-H;1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;B-2(E8/TH),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;B-2(TH),S8,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;B-3(E8/TH)(TH),S8,2-H;B-3,2-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;BX2(826),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;BX2(84),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H;BX2(86),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H(UR),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H(UR);1-3,S8,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2-H(UR)(E8);BX2(86),S8,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.2XH(82),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.2XH(82);1-2,S8,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.3-H,S8,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;1-2,S8,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;1-3,S8,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;1-3;B-2(TH),S8,3-H;1-3;B-2,3-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-3,S8,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-3;1-2,S8,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H,S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;1-2,S8,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;1-3,S8,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;1-3(E8/TH);B-2,S8,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;1-H,S8,3-H;2-H;1-H,3-H;2-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;1X3(85),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;B-2(E8/TH),S8,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;B-2(TH),S8,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H;BX2(84),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2-H(UR),S8,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;2XH(82);1-2,S8,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;B-3(E8),S8,3-H;B-3,3-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H;BX2(84),S8,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H(UR);1-2,S8,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.3-H(UR);2-3;1-2,S8,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S8/L+.B-2(E8),S8,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.B-3(E8),S8,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.BX2(84),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S8/L+.BX2(86),S8,,,1,1,0,0,1,0,0,0,0,0,0,
S84/F,S84,,,1,1,0,0,1,0,0,0,0,0,0,
S84/F.3-H;BX2(846),S84,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S84/L,S84,,,1,1,0,0,1,0,0,0,0,0,0,
S86/F,S86,,,1,1,0,0,1,0,0,0,0,0,0,
S86/F.1-2,S86,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S86/L.1-3,S86,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S87/F.1-3,S87,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S87/L,S87,,,1,1,0,0,1,0,0,0,0,0,0,
S87/L.2-3;1-2,S87,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S89/F,S89,,,1,1,0,0,1,0,0,0,0,0,0,
S89/F.1-2,S89,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S89/F.3-H;1-2,S89,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S89/G.B-2(E8),S89,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S89/L,S89,,,1,1,0,0,1,0,0,0,0,0,0,
S89/L.1-2,S89,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S89/L.1-3(E8);B-2,S89,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S89/L.2-3;1-2,S89,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S89/L.3-H;1-H(UR)(E8)(NR),S89,3-H;1-H,3-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S89/L.3-H(UR);2-H(UR);1-3,S89,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S89/L.B-2(E9),S89,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S89/L.B-3(E8),S89,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S9/F,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/F-,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/F-.1-2,S9,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F-.1-3,S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F-.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F-.2-H;1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F-.3-H,S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F-.3-H;2-3;1-2,S9,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.1-2,S9,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-3,S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-3;B-2(E9),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-3;B-2(E9/TH),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-3;B-2(TH),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-3;BX2(96),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-3(E9);B-2,S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F.1-H(E9/TH);B-3(TH),S9,1-H;B-3,1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.1-H(UR)(E9);B-2,S9,1-H;B-2,1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.1XH(92),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/F.2-3,S9,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S9/F.2-3;1-2,S9,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F.2-3;B-2(TH),S9,2-3;B-2,2-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;1-2,S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;1-3;BX2(96),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;1-H,S9,2-H;1-H,2-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;1-H(UR)(NR)(E4);B-2,S9,2-H;1-H;B-2,2-H;1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;BX2(926),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H;BX2(96),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H(E9)(NR),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H(UR);1-2,S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2-H(UR);1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.2XH(92);1-2,S9,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F.2XH(92);1-3(TH),S9,;1-3,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/F.3-H,S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;1-3,S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;1-3;B-2(E9/TH),S9,3-H;1-3;B-2,3-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;1-H,S9,3-H;1-H,3-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;2-3,S9,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;2-3;1-2,S9,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;2-H,S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;2-H;1-3,S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H;2-H;1-3;B-2(TH),S9,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H(UR);2-3;1-2,S9,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F.3-H(UR);BX2(96),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F.BX2(96),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/F+,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/F+.2-3;1-2,S9,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S9/F+.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/F+.2-H(UR)(E4);1-2,S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/F+.3-H;2-3;1-2,S9,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/G-,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/G-.1-2,S9,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G-.1-3,S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G-.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G-.3-H;1-3,S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.1-2,S9,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3,S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3;B-2(TH),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3;BX2(954),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3;BX2(956),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3;BX2(96),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3(E4);B-2,S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3(E9),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-3(E9/TH),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1-H(E9/TH);B-2(TH),S9,1-H;B-2,1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.1-H(E9/TH);B-3,S9,1-H;B-3,1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.1-H(UR)(E9);B-2,S9,1-H;B-2,1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.1-H(UR)(E9)(NR);B-3,S9,1-H;B-3,1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.1X2(96),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1X3(95),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1X3(95);B-2(TH),S9,;B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/G.1XH(96365),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/G.2-3,S9,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S9/G.2-3;1-2,S9,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S9/G.2-3;B-2(TH),S9,2-3;B-2,2-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/G.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-2,S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;B-2(E5),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;B-2(E9),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;B-2(TH),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;BX2(924),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;BX2(9263),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;BX2(9536),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3;BX2(96),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3(E9),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-3(TH),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1-H(UR)(E9/TH);B-2,S9,2-H;1-H;B-2,2-H;1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1X3(95),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1X3(96),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;1X3(965),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;B-2(E4),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;B-2(E9/TH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;B-2(TH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;BX2(926),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;BX2(936),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H;BX2(96),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H(UR),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H(UR);1-2,S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H(UR);1-2;BX2(92463),S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/G.2-H(UR);1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
